filename,width,height,class,xmin,ymin,xmax,ymax
s_DSCF1077.JPG,300,225,bus,139,110,232,161
s_DSCF1081.JPG,300,225,bus,121,105,180,137
s_DSCF1082.JPG,300,225,bus,81,47,160,91
s_DSCF1082.JPG,300,225,bus,174,49,251,93
s_DSCF1086.JPG,300,225,bus,58,80,108,107
s_DSCF1086.JPG,300,225,bus,120,79,170,107
s_DSCF1086.JPG,300,225,bus,178,82,227,110
s_DSCF1086.JPG,300,225,bus,236,81,286,110
s_DSCF1088.JPG,300,225,bus,101,36,166,70
s_DSCF1088.JPG,300,225,bus,109,125,162,155
s_DSCF1090.JPG,300,225,bus,157,64,213,94
s_DSCF1092.JPG,300,225,bus,34,106,106,150
s_DSCF1092.JPG,300,225,bus,134,125,207,167
s_DSCF1092.JPG,300,225,bus,204,84,265,125
s_DSCF1094.JPG,300,225,bus,113,85,194,133
s_DSCF1097.JPG,300,225,bus,109,52,204,105
s_DSCF1099.JPG,300,225,bus,91,45,183,92
s_DSCF1101.JPG,300,225,bus,83,88,158,129
s_DSCF1103.JPG,300,225,bus,121,44,178,74
s_DSCF1103.JPG,300,225,bus,96,154,165,197
s_DSCF1104.JPG,300,225,bus,141,40,197,67
s_DSCF1104.JPG,300,225,bus,134,146,197,181
s_DSCF1105.JPG,300,225,bus,89,83,197,145
s_DSCF1106.JPG,300,225,bus,98,88,193,139
s_DSCF1109.JPG,300,225,bus,86,72,183,125
s_DSCF1110.JPG,300,225,bus,56,61,151,114
s_DSCF1110.JPG,300,225,bus,157,65,254,118
s_DSCF1111.JPG,300,225,bus,155,71,239,118
s_DSCF1111.JPG,300,225,bus,55,71,140,119
s_DSCF1114.JPG,300,225,bus,126,96,207,138
s_DSCF1116.JPG,300,225,bus,126,119,208,162
s_DSCF1120.JPG,300,225,bus,101,104,210,162
s_DSCF1122.JPG,300,225,bus,121,78,204,122
s_DSCF1125.JPG,300,225,bus,80,76,134,110
s_DSCF1125.JPG,300,225,bus,98,114,165,154
s_DSCF1125.JPG,300,225,bus,197,102,262,140
s_DSCF1129.JPG,300,225,bus,115,145,180,186
s_DSCF1130.JPG,300,225,bus,124,140,186,179
s_DSCF1132.JPG,300,225,bus,226,82,266,103
s_DSCF1132.JPG,300,225,bus,187,105,261,148
s_DSCF1132.JPG,300,225,bus,14,136,129,197
s_DSCF1133.JPG,300,225,bus,111,98,204,167
s_DSCF1135.JPG,300,225,bus,148,101,197,130
s_DSCF1137.JPG,300,225,bus,154,93,224,132
s_DSCF1140.JPG,300,225,bus,141,48,206,72
s_DSCF1141.JPG,300,225,bus,147,54,211,77
s_DSCF1142.JPG,300,225,bus,75,98,148,130
s_DSCF1142.JPG,300,225,bus,165,99,237,131
