filename,width,height,class,xmin,ymin,xmax,ymax
DSCF1049.JPG,3648,2736,3,2758,1364,3464,1711
DSCF1050.JPG,3648,2736,5,454,766,1258,1132
DSCF1050.JPG,3648,2736,3,1767,807,2559,1173
DSCF1053.JPG,3648,2736,1,925,1536,1931,2052
DSCF1053.JPG,3648,2736,6,2010,1510,3023,2033
DSCF1056.JPG,3648,2736,2,469,957,1703,1589
DSCF1056.JPG,3648,2736,6,1700,953,2919,1615
DSCF1059.JPG,3648,2736,2,1221,994,2324,1700
DSCF1061.JPG,3648,2736,6,488,1648,1849,2440
DSCF1061.JPG,3648,2736,2,1191,1203,2335,1835
DSCF1064.JPG,3648,2736,3,2399,358,3210,877
DSCF1064.JPG,3648,2736,2,585,740,1512,1319
DSCF1065.JPG,3648,2736,5,705,1031,1516,1337
DSCF1065.JPG,3648,2736,1,2193,908,2959,1214
DSCF1066.JPG,3648,2736,1,1019,1121,1737,1453
DSCF1066.JPG,3648,2736,5,2025,1121,2720,1442
DSCF1068.JPG,3648,2736,5,750,343,2066,844
DSCF1068.JPG,3648,2736,1,2459,1533,3416,2060
DSCF1070.JPG,3648,2736,2,1617,1413,2645,1996
DSCF1070.JPG,3648,2736,6,1528,990,2406,1513
DSCF1072.JPG,3648,2736,3,746,1211,1662,1760
DSCF1072.JPG,3648,2736,2,1905,1465,2873,1999
DSCF1074.JPG,3648,2736,2,1127,1319,2869,2283
DSCF1077.JPG,3648,2736,6,308,1282,1418,1902
DSCF1077.JPG,3648,2736,1,1700,1342,2833,1966
DSCF1081.JPG,3648,2736,4,1475,1282,2189,1678
DSCF1082.JPG,3648,2736,5,996,579,1953,1113
DSCF1082.JPG,3648,2736,4,2118,601,3064,1143
DSCF1086.JPG,3648,2736,4,716,975,1325,1307
DSCF1086.JPG,3648,2736,2,1471,971,2073,1307
DSCF1086.JPG,3648,2736,1,2175,1005,2769,1349
DSCF1086.JPG,3648,2736,3,2878,990,3480,1349
DSCF1088.JPG,3648,2736,5,1232,440,2021,862
DSCF1088.JPG,3648,2736,2,1326,1525,1980,1895
DSCF1090.JPG,3648,2736,1,1920,784,2593,1154
DSCF1092.JPG,3648,2736,4,424,1293,1291,1831
DSCF1092.JPG,3648,2736,5,1636,1521,2526,2037
DSCF1092.JPG,3648,2736,3,2481,1028,3232,1532
DSCF1094.JPG,3648,2736,4,1378,1035,2369,1618
DSCF1097.JPG,3648,2736,5,1326,642,2481,1277
DSCF1099.JPG,3648,2736,6,1112,556,2226,1120
DSCF1101.JPG,3648,2736,2,1015,1072,1931,1576
DSCF1103.JPG,3648,2736,6,1475,541,2166,900
DSCF1103.JPG,3648,2736,5,1168,1880,2017,2396
DSCF1104.JPG,3648,2736,5,1715,493,2399,822
DSCF1104.JPG,3648,2736,1,1632,1783,2406,2209
DSCF1105.JPG,3648,2736,2,1090,1016,2402,1771
DSCF1106.JPG,3648,2736,2,1202,1076,2357,1700
DSCF1109.JPG,3648,2736,3,1053,878,2231,1528
DSCF1110.JPG,3648,2736,3,686,743,1845,1397
DSCF1110.JPG,3648,2736,1,1920,792,3094,1435
DSCF1111.JPG,3648,2736,6,1890,867,2914,1443
DSCF1111.JPG,3648,2736,2,671,874,1714,1457
DSCF1114.JPG,3648,2736,6,1535,1177,2529,1685
DSCF1116.JPG,3648,2736,5,1539,1458,2537,1981
DSCF1120.JPG,3648,2736,3,1236,1274,2560,1980
DSCF1122.JPG,3648,2736,5,1479,949,2488,1491
DSCF1125.JPG,3648,2736,1,978,930,1632,1345
DSCF1125.JPG,3648,2736,6,1198,1394,2013,1876
DSCF1125.JPG,3648,2736,2,2406,1252,3198,1712
DSCF1129.JPG,3648,2736,6,1408,1772,2200,2273
DSCF1130.JPG,3648,2736,1,1516,1708,2271,2179
DSCF1132.JPG,3648,2736,1,2751,1005,3240,1255
DSCF1132.JPG,3648,2736,4,2283,1278,3176,1801
DSCF1132.JPG,3648,2736,5,174,1663,1580,2403
DSCF1133.JPG,3648,2736,1,1352,1192,2492,2033
DSCF1135.JPG,3648,2736,6,1801,1233,2406,1592
DSCF1137.JPG,3648,2736,2,1879,1136,2728,1614
DSCF1140.JPG,3648,2736,6,1722,594,2511,878
DSCF1141.JPG,3648,2736,2,1793,665,2574,941
DSCF1142.JPG,3648,2736,2,914,1200,1800,1588
DSCF1142.JPG,3648,2736,1,2010,1211,2888,1599
