filename,width,height,class,xmin,ymin,xmax,ymax,path
00_s_DSCF1111.JPG,1024,900,6,530,285,817,474,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1111.JPG,1024,900,2,188,287,481,479,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1106.JPG,1024,900,2,337,353,661,559,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1021.JPG,1024,900,5,558,248,817,427,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1072.JPG,1024,900,3,209,398,466,578,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1072.JPG,1024,900,2,534,481,806,657,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1077.JPG,1024,900,6,86,421,398,625,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1077.JPG,1024,900,1,477,441,795,646,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1097.JPG,1024,900,5,372,211,696,420,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1125.JPG,1024,900,1,274,305,458,442,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1125.JPG,1024,900,6,336,458,565,617,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1125.JPG,1024,900,2,675,411,897,563,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1129.JPG,1024,900,6,395,582,617,747,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1094.JPG,1024,900,4,386,340,664,532,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1015.JPG,1024,900,3,179,441,511,734,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1015.JPG,1024,900,6,576,336,891,577,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1132.JPG,1024,900,1,772,330,909,412,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1132.JPG,1024,900,4,640,420,891,592,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1132.JPG,1024,900,5,48,547,443,790,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1064.JPG,1024,900,3,673,117,901,288,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1064.JPG,1024,900,2,164,243,424,433,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1086.JPG,1024,900,4,200,320,371,429,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1086.JPG,1024,900,2,412,319,581,429,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1086.JPG,1024,900,1,610,330,777,443,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1086.JPG,1024,900,3,807,325,976,443,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1056.JPG,1024,900,2,131,314,478,522,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1056.JPG,1024,900,6,477,313,819,531,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1099.JPG,1024,900,6,312,182,624,368,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1141.JPG,1024,900,2,503,218,722,309,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1059.JPG,1024,900,2,342,326,652,559,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1050.JPG,1024,900,5,127,251,353,372,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1050.JPG,1024,900,3,496,265,718,385,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1142.JPG,1024,900,2,256,394,505,522,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1142.JPG,1024,900,1,564,398,810,525,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1110.JPG,1024,900,3,192,244,517,459,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1110.JPG,1024,900,1,538,260,868,472,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1133.JPG,1024,900,1,379,392,699,668,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1053.JPG,1024,900,1,259,505,542,675,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1053.JPG,1024,900,6,564,496,848,668,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1037.JPG,1024,900,1,339,563,752,774,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1114.JPG,1024,900,6,430,387,709,554,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1016.JPG,1024,900,4,299,606,612,807,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1016.JPG,1024,900,6,548,420,835,604,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1016.JPG,1024,900,3,671,235,942,444,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1049.JPG,1024,900,4,134,328,356,455,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1049.JPG,1024,900,5,482,392,689,522,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1049.JPG,1024,900,3,774,448,972,562,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1104.JPG,1024,900,5,481,162,673,270,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1104.JPG,1024,900,1,458,586,675,726,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1101.JPG,1024,900,2,284,352,542,518,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1066.JPG,1024,900,1,286,368,487,477,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1066.JPG,1024,900,5,568,368,763,474,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1032.JPG,1024,900,5,40,394,316,548,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1032.JPG,1024,900,6,656,370,913,520,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1105.JPG,1024,900,2,305,334,674,582,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1130.JPG,1024,900,1,425,561,637,716,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1140.JPG,1024,900,6,483,195,704,288,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1029.JPG,1024,900,6,36,542,392,783,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1029.JPG,1024,900,2,408,353,723,628,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1029.JPG,1024,900,1,716,271,1013,536,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1088.JPG,1024,900,5,345,144,567,283,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1088.JPG,1024,900,2,372,501,555,623,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1082.JPG,1024,900,5,279,190,548,366,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1082.JPG,1024,900,4,594,197,860,375,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1120.JPG,1024,900,3,346,419,718,651,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1122.JPG,1024,900,5,415,312,698,490,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1042.JPG,1024,900,5,567,553,851,719,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1048.JPG,1024,900,4,124,404,311,507,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1048.JPG,1024,900,5,420,388,607,485,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1048.JPG,1024,900,3,704,361,902,463,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1081.JPG,1024,900,4,414,421,614,551,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1090.JPG,1024,900,1,538,257,727,379,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1017.JPG,1024,900,4,514,229,736,368,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1135.JPG,1024,900,6,505,405,675,523,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1137.JPG,1024,900,2,527,373,765,530,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1038.JPG,1024,900,2,339,580,832,842,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1025.JPG,1024,900,6,276,516,627,750,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1109.JPG,1024,900,3,295,288,626,502,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1103.JPG,1024,900,6,414,177,608,296,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1103.JPG,1024,900,5,327,618,566,788,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
00_s_DSCF1044.JPG,1024,900,6,409,394,675,566,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1040.JPG,1024,900,2,218,724,526,900,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1040.JPG,1024,900,1,519,689,794,890,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1040.JPG,1024,900,4,783,660,1024,851,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1068.JPG,1024,900,5,444,112,813,277,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1068.JPG,1024,900,1,65,504,333,677,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1074.JPG,1024,900,2,3,255,639,711,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1013.JPG,1024,900,1,205,407,324,471,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1013.JPG,1024,900,2,336,378,453,448,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1013.JPG,1024,900,3,463,355,577,425,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1013.JPG,1024,900,4,216,444,338,516,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1013.JPG,1024,900,5,355,425,475,495,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1013.JPG,1024,900,6,484,401,602,471,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1023.JPG,1024,900,2,477,331,727,500,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1070.JPG,1024,900,2,621,602,915,849,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1070.JPG,1024,900,6,593,456,845,675,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1092.JPG,1024,900,4,218,600,557,851,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1092.JPG,1024,900,5,635,612,979,855,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1092.JPG,1024,900,3,854,388,1024,618,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1061.JPG,1024,900,6,279,575,624,807,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1061.JPG,1024,900,2,431,461,719,647,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1065.JPG,1024,900,5,626,329,845,464,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1065.JPG,1024,900,1,250,367,458,501,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1116.JPG,1024,900,5,432,479,712,651,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1111.JPG,1024,900,6,393,210,636,389,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1111.JPG,1024,900,2,128,174,376,355,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1106.JPG,1024,900,2,117,134,523,463,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1021.JPG,1024,900,5,215,269,428,396,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1072.JPG,1024,900,3,97,321,405,514,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1072.JPG,1024,900,2,414,419,736,609,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1077.JPG,1024,900,6,625,421,937,625,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1077.JPG,1024,900,1,228,441,546,646,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1097.JPG,1024,900,5,292,135,688,396,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1125.JPG,1024,900,1,400,129,584,291,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1125.JPG,1024,900,6,291,289,519,478,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1125.JPG,1024,900,2,0,290,189,472,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1129.JPG,1024,900,6,228,561,568,811,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1094.JPG,1024,900,4,386,340,664,532,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1015.JPG,1024,900,3,577,549,874,795,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1015.JPG,1024,900,6,332,429,606,637,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1132.JPG,1024,900,1,114,330,251,412,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1132.JPG,1024,900,4,132,420,383,592,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1132.JPG,1024,900,5,580,547,975,790,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1064.JPG,1024,900,3,99,73,382,276,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1064.JPG,1024,900,2,632,231,955,456,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1086.JPG,1024,900,4,584,230,779,358,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1086.JPG,1024,900,2,346,224,539,353,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1086.JPG,1024,900,1,124,232,315,364,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1086.JPG,1024,900,3,0,221,92,359,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1056.JPG,1024,900,2,597,317,1024,612,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1056.JPG,1024,900,6,230,402,696,705,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1099.JPG,1024,900,6,393,313,820,552,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1141.JPG,1024,900,2,243,143,534,263,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1059.JPG,1024,900,2,470,408,767,640,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1050.JPG,1024,900,5,266,414,536,592,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1050.JPG,1024,900,3,693,372,958,548,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1142.JPG,1024,900,2,625,475,939,654,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1142.JPG,1024,900,1,245,456,555,634,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1110.JPG,1024,900,3,0,181,492,512,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1110.JPG,1024,900,1,427,114,930,442,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1133.JPG,1024,900,1,388,386,770,793,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1053.JPG,1024,900,1,428,438,672,597,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1053.JPG,1024,900,6,177,408,422,569,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1037.JPG,1024,900,1,452,682,902,900,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1114.JPG,1024,900,6,242,290,441,411,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1016.JPG,1024,900,4,478,664,768,848,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1016.JPG,1024,900,6,335,500,600,668,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1016.JPG,1024,900,3,278,345,535,532,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1049.JPG,1024,900,4,599,330,814,460,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1049.JPG,1024,900,5,304,345,507,476,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1049.JPG,1024,900,3,57,359,248,475,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1104.JPG,1024,900,5,295,134,498,285,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1104.JPG,1024,900,1,345,555,576,743,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1101.JPG,1024,900,2,486,377,727,522,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1066.JPG,1024,900,1,415,481,655,629,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1066.JPG,1024,900,5,745,509,979,653,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1032.JPG,1024,900,5,0,89,111,347,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1032.JPG,1024,900,6,485,235,794,484,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1105.JPG,1024,900,2,480,474,841,743,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1130.JPG,1024,900,1,386,561,598,716,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1140.JPG,1024,900,6,455,157,730,324,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1029.JPG,1024,900,6,631,542,987,783,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1029.JPG,1024,900,2,300,353,615,628,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1029.JPG,1024,900,1,10,271,307,536,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1088.JPG,1024,900,5,456,144,678,283,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1088.JPG,1024,900,2,468,501,651,623,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1082.JPG,1024,900,5,341,0,712,243,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1082.JPG,1024,900,4,0,0,316,226,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1120.JPG,1024,900,3,286,343,579,526,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1122.JPG,1024,900,5,325,312,608,490,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1042.JPG,1024,900,5,528,443,853,687,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1048.JPG,1024,900,4,0,274,123,418,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1048.JPG,1024,900,5,209,202,435,339,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1048.JPG,1024,900,3,507,118,746,263,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1081.JPG,1024,900,4,210,249,484,439,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1090.JPG,1024,900,1,287,245,433,331,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1017.JPG,1024,900,4,514,229,736,368,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1135.JPG,1024,900,6,492,366,741,542,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1137.JPG,1024,900,2,154,226,358,392,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1038.JPG,1024,900,2,490,685,944,900,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1025.JPG,1024,900,6,529,620,859,862,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1109.JPG,1024,900,3,455,330,752,574,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1103.JPG,1024,900,6,383,141,571,290,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1103.JPG,1024,900,5,307,579,540,786,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
01_s_DSCF1044.JPG,1024,900,6,187,242,479,453,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
02_s_DSCF1040.JPG,1024,900,2,129,596,403,775,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
02_s_DSCF1040.JPG,1024,900,1,405,589,650,747,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
02_s_DSCF1040.JPG,1024,900,4,647,585,867,737,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
02_s_DSCF1068.JPG,1024,900,5,210,112,579,277,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
02_s_DSCF1068.JPG,1024,900,1,690,504,958,677,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
02_s_DSCF1074.JPG,1024,900,2,321,385,743,715,/home/sha_maayan/busProject/6_classes/augmentation/frcnn_aug_images/
